customerID,predicted_bill,bill_drop,drop_flag,offer,email
7495-OOKFY,80.77335257766919,-0.12335257766918062,False,Premium Speed Upgrade,"Hello 7495-OOKFY, Offer: Premium Speed Upgrade"
4667-QONEA,89.41199904500196,-14.561999045001969,False,Loyalty Discount Offer,"Hello 4667-QONEA, Offer: Loyalty Discount Offer"
1658-BYGOY,98.21256023821945,-2.76256023821945,False,Premium Speed Upgrade,"Hello 1658-BYGOY, Offer: Premium Speed Upgrade"
8769-KKTPH,107.62156495356436,-7.971564953564354,False,Loyalty Discount Offer,"Hello 8769-KKTPH, Offer: Loyalty Discount Offer"
5067-XJQFU,120.63157524828372,-12.181575248283721,False,Loyalty Discount Offer,"Hello 5067-XJQFU, Offer: Loyalty Discount Offer"
3957-SQXML,29.312526862790776,-4.3625268627907765,False,Loyalty Discount Offer,"Hello 3957-SQXML, Offer: Loyalty Discount Offer"
5954-BDFSG,121.05109025421532,-13.551090254215325,False,Loyalty Discount Offer,"Hello 5954-BDFSG, Offer: Loyalty Discount Offer"
0434-CSFON,103.3916515243223,-2.891651524322299,False,Loyalty Discount Offer,"Hello 0434-CSFON, Offer: Loyalty Discount Offer"
1215-FIGMP,92.52868204667212,-2.628682046672111,False,Loyalty Discount Offer,"Hello 1215-FIGMP, Offer: Loyalty Discount Offer"
0526-SXDJP,49.98733005198835,-7.88733005198835,False,Loyalty Discount Offer,"Hello 0526-SXDJP, Offer: Loyalty Discount Offer"
0557-ASKVU,57.9075867518376,-3.5075867518376,False,Standard Add-on Pack,"Hello 0557-ASKVU, Offer: Standard Add-on Pack"
5698-BQJOH,96.47505164479546,-2.075051644795451,False,Premium Speed Upgrade,"Hello 5698-BQJOH, Offer: Premium Speed Upgrade"
5122-CYFXA,81.16248005714898,-5.862480057148986,False,Standard Add-on Pack,"Hello 5122-CYFXA, Offer: Standard Add-on Pack"
8627-ZYGSZ,84.60597975686417,-5.705979756864167,False,Loyalty Discount Offer,"Hello 8627-ZYGSZ, Offer: Loyalty Discount Offer"
3410-YOQBQ,92.25706579579074,-13.057065795790734,False,Loyalty Discount Offer,"Hello 3410-YOQBQ, Offer: Loyalty Discount Offer"
3170-NMYVV,25.37327205009008,-5.223272050090081,False,Loyalty Discount Offer,"Hello 3170-NMYVV, Offer: Loyalty Discount Offer"
7410-OIEDU,79.05976049077876,0.7902395092212373,False,Premium Speed Upgrade,"Hello 7410-OIEDU, Offer: Premium Speed Upgrade"
2273-QCKXA,48.322791211017645,0.7272087889823524,False,Entertainment Bundle,"Hello 2273-QCKXA, Offer: Entertainment Bundle"
0731-EBJQB,28.076073132947187,-7.676073132947188,False,Loyalty Discount Offer,"Hello 0731-EBJQB, Offer: Loyalty Discount Offer"
1891-QRQSA,124.22834792174005,-12.628347921740058,False,Loyalty Discount Offer,"Hello 1891-QRQSA, Offer: Loyalty Discount Offer"
8028-PNXHQ,32.479287311611195,-8.229287311611195,False,Loyalty Discount Offer,"Hello 8028-PNXHQ, Offer: Loyalty Discount Offer"
5630-AHZIL,60.91050979181326,3.5894902081867386,True,Standard Add-on Pack,"Hello 5630-AHZIL, Offer: Standard Add-on Pack"
2673-CXQEU,124.44380500877806,-13.943805008778057,False,Loyalty Discount Offer,"Hello 2673-CXQEU, Offer: Loyalty Discount Offer"
6416-JNVRK,61.624094136501895,-5.974094136501897,False,Loyalty Discount Offer,"Hello 6416-JNVRK, Offer: Loyalty Discount Offer"
5590-ZSKRV,54.451985299081755,0.19801470091824314,False,Standard Add-on Pack,"Hello 5590-ZSKRV, Offer: Standard Add-on Pack"
0191-ZHSKZ,79.43352155308006,-4.683521553080055,False,Loyalty Discount Offer,"Hello 0191-ZHSKZ, Offer: Loyalty Discount Offer"
3887-PBQAO,26.1748621707943,-0.2748621707943002,False,Loyalty Discount Offer,"Hello 3887-PBQAO, Offer: Loyalty Discount Offer"
5919-TMRGD,77.4606562243198,1.8893437756801887,False,Premium Speed Upgrade,"Hello 5919-TMRGD, Offer: Premium Speed Upgrade"
8108-UXRQN,53.31422514301333,-2.764225143013334,False,Standard Add-on Pack,"Hello 8108-UXRQN, Offer: Standard Add-on Pack"
9191-MYQKX,76.95578808948613,-1.8057880894861285,False,Premium Speed Upgrade,"Hello 9191-MYQKX, Offer: Premium Speed Upgrade"
9919-YLNNG,109.36345956344228,-5.563459563442279,False,Loyalty Discount Offer,"Hello 9919-YLNNG, Offer: Loyalty Discount Offer"
0318-ZOPWS,22.983012794216336,-2.8330127942163372,False,Loyalty Discount Offer,"Hello 0318-ZOPWS, Offer: Loyalty Discount Offer"
4445-ZJNMU,100.24648591281168,-0.9464859128116814,False,Premium Speed Upgrade,"Hello 4445-ZJNMU, Offer: Premium Speed Upgrade"
4808-YNLEU,70.73080423544151,-8.580804235441512,False,Loyalty Discount Offer,"Hello 4808-YNLEU, Offer: Loyalty Discount Offer"
1862-QRWPE,25.707502219314264,-5.057502219314266,False,Loyalty Discount Offer,"Hello 1862-QRWPE, Offer: Loyalty Discount Offer"
2796-NNUFI,23.19047959245361,-3.2404795924536103,False,Loyalty Discount Offer,"Hello 2796-NNUFI, Offer: Loyalty Discount Offer"
3016-KSVCP,34.726534866213356,-0.9765348662133562,False,Loyalty Discount Offer,"Hello 3016-KSVCP, Offer: Loyalty Discount Offer"
4767-HZZHQ,83.74415509868956,-1.6941550986895635,False,Loyalty Discount Offer,"Hello 4767-HZZHQ, Offer: Loyalty Discount Offer"
2424-WVHPL,75.18728998104892,-0.4872899810489173,False,Premium Speed Upgrade,"Hello 2424-WVHPL, Offer: Premium Speed Upgrade"
7233-PAHHL,95.39589381224214,-11.395893812242136,False,Loyalty Discount Offer,"Hello 7233-PAHHL, Offer: Loyalty Discount Offer"
6067-NGCEU,118.14467570679379,-7.094675706793794,False,Loyalty Discount Offer,"Hello 6067-NGCEU, Offer: Loyalty Discount Offer"
9848-JQJTX,111.71578369372322,-10.815783693723219,False,Loyalty Discount Offer,"Hello 9848-JQJTX, Offer: Loyalty Discount Offer"
8637-XJIVR,75.12297010374233,3.8270298962576703,True,Premium Speed Upgrade,"Hello 8637-XJIVR, Offer: Premium Speed Upgrade"
9803-FTJCG,77.49224055414474,-10.642240554144749,False,Loyalty Discount Offer,"Hello 9803-FTJCG, Offer: Loyalty Discount Offer"
0278-YXOOG,18.822110544366446,2.227889455633555,False,Entertainment Bundle,"Hello 0278-YXOOG, Offer: Entertainment Bundle"
3212-KXOCR,25.610226913281828,-4.610226913281828,False,Loyalty Discount Offer,"Hello 3212-KXOCR, Offer: Loyalty Discount Offer"
4598-XLKNJ,102.28082573325727,-3.7808257332572737,False,Loyalty Discount Offer,"Hello 4598-XLKNJ, Offer: Loyalty Discount Offer"
6380-ARCEH,14.419258515898616,5.780741484101384,True,Entertainment Bundle,"Hello 6380-ARCEH, Offer: Entertainment Bundle"
3679-XASPY,15.658709354475551,3.791290645524448,True,Entertainment Bundle,"Hello 3679-XASPY, Offer: Entertainment Bundle"
7123-WQUHX,102.71457096694539,-7.714570966945388,False,Loyalty Discount Offer,"Hello 7123-WQUHX, Offer: Loyalty Discount Offer"
5386-THSLQ,53.745445461561616,-8.195445461561619,False,Loyalty Discount Offer,"Hello 5386-THSLQ, Offer: Loyalty Discount Offer"
3192-NQECA,122.57742857666163,-12.577428576661632,False,Loyalty Discount Offer,"Hello 3192-NQECA, Offer: Loyalty Discount Offer"
6180-YBIQI,22.358101713612214,1.9418982863877865,False,Entertainment Bundle,"Hello 6180-YBIQI, Offer: Entertainment Bundle"
6728-DKUCO,119.52237180243914,-15.372371802439133,False,Loyalty Discount Offer,"Hello 6728-DKUCO, Offer: Loyalty Discount Offer"
9750-BOOHV,35.59915562566947,-5.449155625669469,False,Loyalty Discount Offer,"Hello 9750-BOOHV, Offer: Loyalty Discount Offer"
8597-CWYHH,102.01510078145503,-7.665100781455038,False,Loyalty Discount Offer,"Hello 8597-CWYHH, Offer: Loyalty Discount Offer"
2848-YXSMW,24.851108168453248,-5.451108168453249,False,Loyalty Discount Offer,"Hello 2848-YXSMW, Offer: Loyalty Discount Offer"
0486-HECZI,97.16245756942908,-0.41245756942907974,False,Loyalty Discount Offer,"Hello 0486-HECZI, Offer: Loyalty Discount Offer"
4549-ZDQYY,66.99697224912134,-9.046972249121339,False,Loyalty Discount Offer,"Hello 4549-ZDQYY, Offer: Loyalty Discount Offer"
5712-AHQNN,95.42046041988692,-3.7704604198869163,False,Loyalty Discount Offer,"Hello 5712-AHQNN, Offer: Loyalty Discount Offer"
4846-WHAFZ,80.27648422497138,-3.7764842249713837,False,Loyalty Discount Offer,"Hello 4846-WHAFZ, Offer: Loyalty Discount Offer"
5256-SKJGO,65.41527807041666,-10.81527807041666,False,Loyalty Discount Offer,"Hello 5256-SKJGO, Offer: Loyalty Discount Offer"
3071-VBYPO,92.10309468467267,-2.253094684672675,False,Premium Speed Upgrade,"Hello 3071-VBYPO, Offer: Premium Speed Upgrade"
9560-BBZXK,36.28057646057817,-5.230576460578167,False,Loyalty Discount Offer,"Hello 9560-BBZXK, Offer: Loyalty Discount Offer"
5299-RULOA,99.91264392476182,0.33735607523817635,False,Premium Speed Upgrade,"Hello 5299-RULOA, Offer: Premium Speed Upgrade"
8402-OOOHJ,26.98564562902943,-6.3356456290294325,False,Loyalty Discount Offer,"Hello 8402-OOOHJ, Offer: Loyalty Discount Offer"
9445-ZUEQE,88.05386606534215,-2.853866065342146,False,Loyalty Discount Offer,"Hello 9445-ZUEQE, Offer: Loyalty Discount Offer"
1091-SOZGA,110.68206389408844,-10.882063894088446,False,Loyalty Discount Offer,"Hello 1091-SOZGA, Offer: Loyalty Discount Offer"
2928-HLDBA,16.181225090414284,4.518774909585716,True,Entertainment Bundle,"Hello 2928-HLDBA, Offer: Entertainment Bundle"
0404-SWRVG,74.35558862187459,0.0444113781254174,False,Premium Speed Upgrade,"Hello 0404-SWRVG, Offer: Premium Speed Upgrade"
6497-TILVL,46.74629787442345,3.953702125576555,True,Standard Add-on Pack,"Hello 6497-TILVL, Offer: Standard Add-on Pack"
7219-TLZHO,19.223714187598485,1.626285812401516,False,Entertainment Bundle,"Hello 7219-TLZHO, Offer: Entertainment Bundle"
4622-YNKIJ,101.48091125161108,-12.530911251611073,False,Loyalty Discount Offer,"Hello 4622-YNKIJ, Offer: Loyalty Discount Offer"
4412-YLTKF,75.91892734972937,2.1310726502706245,False,Loyalty Discount Offer,"Hello 4412-YLTKF, Offer: Loyalty Discount Offer"
6734-PSBAW,28.01740454079321,-4.467404540793208,False,Loyalty Discount Offer,"Hello 6734-PSBAW, Offer: Loyalty Discount Offer"
3930-ZGWVE,16.999302730174577,2.750697269825423,False,Entertainment Bundle,"Hello 3930-ZGWVE, Offer: Entertainment Bundle"
2639-UGMAZ,66.99304869176977,-10.54304869176977,False,Loyalty Discount Offer,"Hello 2639-UGMAZ, Offer: Loyalty Discount Offer"
2876-GZYZC,81.99867313786328,3.9513268621367246,True,Premium Speed Upgrade,"Hello 2876-GZYZC, Offer: Premium Speed Upgrade"
6207-WIOLX,64.48712594959419,-5.887125949594186,False,Loyalty Discount Offer,"Hello 6207-WIOLX, Offer: Loyalty Discount Offer"
8587-XYZSF,55.27539257254903,-4.725392572549033,False,Loyalty Discount Offer,"Hello 8587-XYZSF, Offer: Loyalty Discount Offer"
3091-FYHKI,34.94718486126382,0.5028151387361817,False,Entertainment Bundle,"Hello 3091-FYHKI, Offer: Entertainment Bundle"
2372-HWUHI,39.611151531557766,4.738848468442235,True,Entertainment Bundle,"Hello 2372-HWUHI, Offer: Entertainment Bundle"
7799-LGRDP,32.94986881001925,-7.249868810019247,False,Loyalty Discount Offer,"Hello 7799-LGRDP, Offer: Loyalty Discount Offer"
7850-VWJUU,73.08349341532443,1.9165065846755738,False,Premium Speed Upgrade,"Hello 7850-VWJUU, Offer: Premium Speed Upgrade"
3774-VBNXY,24.755876967584083,-4.555876967584084,False,Loyalty Discount Offer,"Hello 3774-VBNXY, Offer: Loyalty Discount Offer"
6217-KDYWC,26.077034434715774,-6.4770344347157724,False,Loyalty Discount Offer,"Hello 6217-KDYWC, Offer: Loyalty Discount Offer"
0390-DCFDQ,65.03827136712908,5.411728632870918,True,Premium Speed Upgrade,"Hello 0390-DCFDQ, Offer: Premium Speed Upgrade"
3146-MSEGF,103.10491986918467,-15.054919869184673,False,Loyalty Discount Offer,"Hello 3146-MSEGF, Offer: Loyalty Discount Offer"
4080-OGPJL,75.6642855085835,-4.514285508583498,False,Standard Add-on Pack,"Hello 4080-OGPJL, Offer: Standard Add-on Pack"
1095-WGNGG,107.38503353088909,-6.335033530889092,False,Loyalty Discount Offer,"Hello 1095-WGNGG, Offer: Loyalty Discount Offer"
2636-SJDOU,92.86926771708025,-8.569267717080251,False,Loyalty Discount Offer,"Hello 2636-SJDOU, Offer: Loyalty Discount Offer"
1131-QQZEB,30.01976558848949,-6.069765588489492,False,Loyalty Discount Offer,"Hello 1131-QQZEB, Offer: Loyalty Discount Offer"
5716-EZXZN,111.86364574353505,-12.813645743535048,False,Loyalty Discount Offer,"Hello 5716-EZXZN, Offer: Loyalty Discount Offer"
6837-BJYDQ,19.27609857826095,0.3239014217390519,False,Entertainment Bundle,"Hello 6837-BJYDQ, Offer: Entertainment Bundle"
2135-RXIHG,40.05908677385129,5.590913226148707,True,Entertainment Bundle,"Hello 2135-RXIHG, Offer: Entertainment Bundle"
6440-DKQGE,73.54388313124247,-9.043883131242467,False,Loyalty Discount Offer,"Hello 6440-DKQGE, Offer: Loyalty Discount Offer"
3466-BYAVD,73.84396934645628,-4.3439693464562765,False,Standard Add-on Pack,"Hello 3466-BYAVD, Offer: Standard Add-on Pack"
3780-YVMFA,70.95098570068853,-2.400985700688537,False,Standard Add-on Pack,"Hello 3780-YVMFA, Offer: Standard Add-on Pack"
3874-EQOEP,96.0428964189885,-1.042896418988505,False,Premium Speed Upgrade,"Hello 3874-EQOEP, Offer: Premium Speed Upgrade"
1679-JRFBR,119.78995055684585,-11.639950556845847,False,Loyalty Discount Offer,"Hello 1679-JRFBR, Offer: Loyalty Discount Offer"
9073-ZZIAY,100.66450739434154,-14.564507394341547,False,Loyalty Discount Offer,"Hello 9073-ZZIAY, Offer: Loyalty Discount Offer"
3077-RSNTJ,17.586144946595823,2.1138550534041762,False,Entertainment Bundle,"Hello 3077-RSNTJ, Offer: Entertainment Bundle"
6551-GNYDG,78.67129716393245,2.228702836067555,False,Premium Speed Upgrade,"Hello 6551-GNYDG, Offer: Premium Speed Upgrade"
9167-APMXZ,87.481549022278,-3.331549022277997,False,Premium Speed Upgrade,"Hello 9167-APMXZ, Offer: Premium Speed Upgrade"
2749-CTKAJ,24.19766584183029,-4.047665841830291,False,Entertainment Bundle,"Hello 2749-CTKAJ, Offer: Entertainment Bundle"
6371-NZYEG,69.16739300559686,-4.917393005596864,False,Standard Add-on Pack,"Hello 6371-NZYEG, Offer: Standard Add-on Pack"
7554-NEWDD,29.513107217258394,-3.813107217258395,False,Entertainment Bundle,"Hello 7554-NEWDD, Offer: Entertainment Bundle"
8992-VONJD,54.700636659553595,1.299363340446405,False,Standard Add-on Pack,"Hello 8992-VONJD, Offer: Standard Add-on Pack"
0867-MKZVY,83.47416920750699,-1.0741692075069835,False,Premium Speed Upgrade,"Hello 0867-MKZVY, Offer: Premium Speed Upgrade"
4482-EWFMI,69.11719115801759,0.5828088419824127,False,Premium Speed Upgrade,"Hello 4482-EWFMI, Offer: Premium Speed Upgrade"
4648-YPBTM,82.90863536329327,-9.008635363293266,False,Loyalty Discount Offer,"Hello 4648-YPBTM, Offer: Loyalty Discount Offer"
2907-ILJBN,25.076752258501955,-4.4767522585019535,False,Entertainment Bundle,"Hello 2907-ILJBN, Offer: Entertainment Bundle"
6345-FZOQH,26.175561853878687,-6.275561853878688,False,Loyalty Discount Offer,"Hello 6345-FZOQH, Offer: Loyalty Discount Offer"
3376-BMGFE,69.74412031998487,1.1558796800151327,False,Premium Speed Upgrade,"Hello 3376-BMGFE, Offer: Premium Speed Upgrade"
5997-OPVFA,107.443585965326,-18.393585965325997,False,Loyalty Discount Offer,"Hello 5997-OPVFA, Offer: Loyalty Discount Offer"
3445-HXXGF,49.20922376798791,-3.9092237679879105,False,Loyalty Discount Offer,"Hello 3445-HXXGF, Offer: Loyalty Discount Offer"
1159-WFSGR,16.69252767128626,3.707472328713738,True,Entertainment Bundle,"Hello 1159-WFSGR, Offer: Entertainment Bundle"
7654-YWJUF,91.12097114075935,-6.870971140759352,False,Loyalty Discount Offer,"Hello 7654-YWJUF, Offer: Loyalty Discount Offer"
1875-QIVME,105.86837943007096,-1.4683794300709536,False,Premium Speed Upgrade,"Hello 1875-QIVME, Offer: Premium Speed Upgrade"
6727-IOTLZ,91.99579658118024,-10.045796581180241,False,Standard Add-on Pack,"Hello 6727-IOTLZ, Offer: Standard Add-on Pack"
0691-JVSYA,104.68230394966606,-9.83230394966607,False,Loyalty Discount Offer,"Hello 0691-JVSYA, Offer: Loyalty Discount Offer"
5918-VUKWP,24.703381598678504,-4.153381598678504,False,Loyalty Discount Offer,"Hello 5918-VUKWP, Offer: Loyalty Discount Offer"
1744-JHKYS,25.05436649808555,-0.3543664980855503,False,Loyalty Discount Offer,"Hello 1744-JHKYS, Offer: Loyalty Discount Offer"
2656-FMOKZ,72.22600378373703,2.223996216262975,False,Premium Speed Upgrade,"Hello 2656-FMOKZ, Offer: Premium Speed Upgrade"
2070-FNEXE,78.20706815430997,-1.7570681543099624,False,Premium Speed Upgrade,"Hello 2070-FNEXE, Offer: Premium Speed Upgrade"
5947-SGKCL,108.57068633351048,-3.2206863335104856,False,Premium Speed Upgrade,"Hello 5947-SGKCL, Offer: Premium Speed Upgrade"
3712-PKXZA,31.04033833318931,-10.49033833318931,False,Loyalty Discount Offer,"Hello 3712-PKXZA, Offer: Loyalty Discount Offer"
6317-YPKDH,29.751334695530048,0.19866530446995156,False,Entertainment Bundle,"Hello 6317-YPKDH, Offer: Entertainment Bundle"
6582-OIVSP,40.63568488718148,4.664315112818514,True,Entertainment Bundle,"Hello 6582-OIVSP, Offer: Entertainment Bundle"
9367-WXLCH,81.25821500387408,3.241784996125915,True,Premium Speed Upgrade,"Hello 9367-WXLCH, Offer: Premium Speed Upgrade"
5524-KHNJP,85.36494483050433,-10.614944830504328,False,Loyalty Discount Offer,"Hello 5524-KHNJP, Offer: Loyalty Discount Offer"
1918-ZBFQJ,79.45307442935714,-0.20307442935714448,False,Premium Speed Upgrade,"Hello 1918-ZBFQJ, Offer: Premium Speed Upgrade"
1024-GUALD,23.278000988189152,1.5219990118108484,False,Entertainment Bundle,"Hello 1024-GUALD, Offer: Entertainment Bundle"
4827-USJHP,52.24647524915204,-0.4464752491520443,False,Standard Add-on Pack,"Hello 4827-USJHP, Offer: Standard Add-on Pack"
8167-GJLRN,28.904342174669384,1.495657825330614,False,Entertainment Bundle,"Hello 8167-GJLRN, Offer: Entertainment Bundle"
0956-SYCWG,20.606412563887474,-0.9564125638874756,False,Entertainment Bundle,"Hello 0956-SYCWG, Offer: Entertainment Bundle"
8017-UVSZU,54.070305550644896,2.5296944493551052,False,Loyalty Discount Offer,"Hello 8017-UVSZU, Offer: Loyalty Discount Offer"
7100-FQPRV,79.65697009586866,-7.7569700958686525,False,Loyalty Discount Offer,"Hello 7100-FQPRV, Offer: Loyalty Discount Offer"
2472-OVKUP,94.51279758865981,-3.512797588659808,False,Premium Speed Upgrade,"Hello 2472-OVKUP, Offer: Premium Speed Upgrade"
2984-RGEYA,25.62818748825722,-5.878187488257218,False,Loyalty Discount Offer,"Hello 2984-RGEYA, Offer: Loyalty Discount Offer"
9680-NIAUV,120.30852244256643,-10.608522442566425,False,Loyalty Discount Offer,"Hello 9680-NIAUV, Offer: Loyalty Discount Offer"
2146-EGVDT,24.596361851686535,-5.296361851686534,False,Loyalty Discount Offer,"Hello 2146-EGVDT, Offer: Loyalty Discount Offer"
2604-IJPDU,101.32063475946664,-4.770634759466645,False,Premium Speed Upgrade,"Hello 2604-IJPDU, Offer: Premium Speed Upgrade"
9178-JHUVJ,25.532285127577815,-1.4322851275778135,False,Entertainment Bundle,"Hello 9178-JHUVJ, Offer: Entertainment Bundle"
6168-YBYNP,119.10745021187698,-7.757450211876986,False,Loyalty Discount Offer,"Hello 6168-YBYNP, Offer: Loyalty Discount Offer"
