customer_id,operator,plan_type,tenure,previous_bill,paid_status,data_gb,call_minutes,avg_usage_score
CUST138,Jio,Prepaid,15,944,Unpaid,70,4952,61.80800000000001
CUST139,Airtel,Postpaid,1,928,Paid,51,1884,38.135999999999996
CUST140,Jio,Postpaid,2,1447,Unpaid,12,4469,25.076
CUST141,Airtel,Postpaid,15,947,Paid,67,3881,55.724
CUST142,BSNL,Postpaid,25,986,Unpaid,59,2659,46.036
CUST143,Airtel,Postpaid,17,1201,Paid,43,1270,30.880000000000003
CUST144,Jio,Postpaid,34,1468,Paid,37,4207,39.028000000000006
CUST145,BSNL,Postpaid,15,448,Unpaid,33,1591,26.164
CUST146,BSNL,Postpaid,69,331,Unpaid,66,4497,57.58800000000001
CUST147,Jio,Postpaid,9,1819,Unpaid,75,4171,61.684
CUST148,BSNL,Postpaid,64,795,Paid,94,3406,70.024
CUST149,Vi,Postpaid,8,1141,Paid,99,3736,74.344
CUST150,Jio,Prepaid,7,406,Unpaid,92,1255,60.22
CUST151,Jio,Postpaid,22,372,Paid,30,4110,34.44
CUST152,BSNL,Postpaid,14,1383,Unpaid,77,3042,58.367999999999995
CUST153,Airtel,Postpaid,50,1482,Paid,79,1297,52.588
CUST154,BSNL,Postpaid,21,809,Unpaid,17,1305,15.419999999999998
CUST155,Jio,Prepaid,34,580,Paid,90,4798,73.19200000000001
CUST156,Jio,Postpaid,68,1476,Paid,61,572,38.888000000000005
CUST157,Vi,Prepaid,51,1717,Unpaid,31,987,22.548
CUST158,BSNL,Prepaid,34,1460,Paid,25,2337,24.348
CUST159,Vi,Prepaid,60,1259,Unpaid,89,4401,71.00399999999999
CUST160,Vi,Prepaid,55,1020,Unpaid,70,1132,46.528
CUST161,BSNL,Postpaid,39,295,Unpaid,18,4041,26.964
CUST162,BSNL,Postpaid,34,403,Unpaid,90,1306,59.224000000000004
CUST163,Airtel,Postpaid,4,1980,Paid,50,3980,45.92
CUST164,Jio,Prepaid,2,1690,Paid,74,2205,53.22
CUST165,BSNL,Prepaid,59,1779,Unpaid,94,2961,68.244
CUST166,BSNL,Prepaid,59,1596,Unpaid,30,4175,34.7
CUST167,Jio,Postpaid,28,1525,Unpaid,50,2914,41.656
CUST168,Jio,Prepaid,62,1469,Paid,54,3832,47.728
CUST169,Jio,Prepaid,4,1849,Paid,84,1477,56.308
CUST170,Vi,Prepaid,49,350,Paid,25,4041,31.164
CUST171,BSNL,Postpaid,58,1520,Paid,3,4054,18.016000000000002
CUST172,Airtel,Postpaid,54,231,Unpaid,65,562,41.248
CUST173,Airtel,Prepaid,61,358,Unpaid,91,2930,66.32000000000001
CUST174,Airtel,Postpaid,62,653,Unpaid,66,3055,51.82
CUST175,Vi,Prepaid,53,1675,Unpaid,12,3227,20.108
CUST176,BSNL,Prepaid,56,1296,Unpaid,44,761,29.444
CUST177,Vi,Postpaid,20,1623,Paid,13,316,9.064
CUST178,Jio,Prepaid,17,1445,Unpaid,4,2073,10.692
CUST179,Airtel,Postpaid,71,618,Paid,81,3900,64.2
CUST180,Vi,Postpaid,16,375,Paid,66,251,40.604
CUST181,Airtel,Prepaid,27,1100,Unpaid,64,500,40.4
CUST182,BSNL,Prepaid,38,1592,Unpaid,40,2348,33.392
CUST183,Jio,Postpaid,53,1600,Paid,14,261,9.444
CUST184,Vi,Postpaid,55,1313,Unpaid,91,3202,67.408
CUST185,Jio,Postpaid,58,1689,Paid,19,4135,27.939999999999998
CUST186,Jio,Postpaid,68,222,Unpaid,39,3556,37.623999999999995
CUST187,Vi,Prepaid,8,1982,Unpaid,34,4836,39.744
CUST188,Vi,Postpaid,16,310,Paid,32,2555,29.42
CUST189,BSNL,Postpaid,27,509,Paid,63,1060,42.04
CUST190,BSNL,Postpaid,23,201,Paid,8,1078,9.112
CUST191,Airtel,Prepaid,11,449,Unpaid,27,294,17.375999999999998
CUST192,BSNL,Prepaid,13,1058,Paid,67,722,43.087999999999994
CUST193,Jio,Postpaid,3,1572,Unpaid,17,4695,28.98
CUST194,Vi,Postpaid,22,1054,Paid,73,1677,50.507999999999996
CUST195,Airtel,Postpaid,45,991,Unpaid,38,4669,41.476
CUST196,Vi,Prepaid,13,1556,Unpaid,10,3728,20.912
CUST197,Jio,Prepaid,27,1112,Unpaid,22,3223,26.092
CUST198,Vi,Prepaid,10,1772,Paid,26,4686,34.344
CUST199,BSNL,Postpaid,63,640,Unpaid,55,3239,45.956
CUST200,Vi,Postpaid,58,1963,Paid,83,4318,67.072
CUST201,Airtel,Postpaid,41,860,Paid,77,2464,56.056
CUST202,Jio,Prepaid,69,787,Paid,93,2484,65.73599999999999
CUST203,Airtel,Postpaid,51,1313,Paid,78,2142,55.367999999999995
CUST204,Vi,Postpaid,41,928,Paid,78,858,50.232
CUST205,Jio,Postpaid,2,1784,Paid,50,2182,38.728
CUST206,BSNL,Prepaid,34,523,Paid,23,4198,30.592
CUST207,BSNL,Prepaid,8,1401,Paid,1,813,3.8520000000000008
CUST208,Jio,Prepaid,50,224,Unpaid,91,3593,68.97200000000001
CUST209,Vi,Postpaid,18,720,Unpaid,92,3979,71.116
CUST210,Vi,Postpaid,31,1149,Unpaid,85,1494,56.976
CUST211,Vi,Postpaid,30,894,Unpaid,71,3161,55.244
CUST212,Airtel,Postpaid,38,984,Unpaid,36,3071,33.884
CUST213,Vi,Postpaid,53,975,Unpaid,68,583,43.132
CUST214,Vi,Prepaid,51,1313,Paid,25,3251,28.004
CUST215,Vi,Prepaid,49,1493,Paid,24,53,14.611999999999998
CUST216,BSNL,Postpaid,57,1046,Unpaid,88,541,54.964
CUST217,Airtel,Postpaid,67,1557,Unpaid,44,4501,44.403999999999996
CUST218,Jio,Prepaid,58,203,Paid,92,3113,67.652
CUST219,BSNL,Postpaid,6,1923,Paid,64,1232,43.327999999999996
CUST220,Airtel,Postpaid,65,419,Paid,4,1908,10.032
CUST221,Airtel,Postpaid,71,1987,Paid,93,4986,75.744
CUST222,Vi,Prepaid,42,1332,Unpaid,84,4052,66.608
CUST223,Vi,Prepaid,28,527,Unpaid,1,3083,12.932
CUST224,Airtel,Prepaid,64,1788,Paid,54,2720,43.28
CUST225,Airtel,Prepaid,21,703,Unpaid,12,3213,20.052
CUST226,Jio,Prepaid,19,585,Unpaid,34,1678,27.112
CUST227,Airtel,Postpaid,12,1395,Paid,43,3263,38.852000000000004
CUST228,Airtel,Prepaid,40,1831,Unpaid,42,2169,33.876
CUST229,Vi,Prepaid,57,1592,Paid,43,465,27.66
CUST230,Jio,Prepaid,61,1261,Unpaid,84,4297,67.588
CUST231,Airtel,Postpaid,61,1281,Unpaid,87,4511,70.244
CUST232,Jio,Postpaid,5,942,Paid,59,1180,40.12
CUST233,BSNL,Prepaid,39,1046,Paid,32,1214,24.055999999999997
CUST234,BSNL,Prepaid,69,1599,Unpaid,96,4041,73.764
CUST235,BSNL,Prepaid,5,1049,Paid,2,3579,15.516
CUST236,Airtel,Postpaid,42,808,Paid,13,2049,15.995999999999999
CUST237,Vi,Prepaid,6,1264,Unpaid,49,2285,38.54
CUST238,Vi,Postpaid,51,1640,Unpaid,57,1953,42.01199999999999
CUST239,BSNL,Prepaid,47,1025,Unpaid,70,3920,57.68
CUST240,Airtel,Postpaid,11,1143,Unpaid,51,1776,37.704
CUST241,Airtel,Postpaid,49,855,Unpaid,64,4758,57.432
CUST242,Jio,Postpaid,16,1390,Paid,74,2089,52.756
CUST243,Vi,Prepaid,14,680,Paid,27,3541,30.364
CUST244,Vi,Prepaid,18,634,Unpaid,37,161,22.843999999999998
CUST245,Vi,Postpaid,51,1117,Unpaid,65,484,40.936
CUST246,Airtel,Prepaid,69,1791,Paid,12,2667,17.868
CUST247,Vi,Prepaid,3,1359,Unpaid,31,1859,26.035999999999998
CUST248,Jio,Prepaid,1,1825,Paid,2,272,2.2880000000000003
CUST249,Vi,Prepaid,34,1765,Paid,83,3183,62.532
CUST250,Vi,Postpaid,40,427,Unpaid,97,2200,67.0
CUST251,Airtel,Prepaid,69,1289,Unpaid,6,1886,11.144
CUST252,Airtel,Postpaid,71,1766,Unpaid,91,1619,61.076
CUST253,Airtel,Postpaid,51,768,Paid,48,880,32.32
CUST254,Jio,Postpaid,13,1558,Paid,92,3170,67.88
CUST255,BSNL,Prepaid,20,587,Unpaid,62,1542,43.367999999999995
CUST256,BSNL,Prepaid,22,1514,Paid,95,3109,69.436
CUST257,Vi,Prepaid,42,372,Paid,54,3097,44.788
CUST258,Jio,Prepaid,33,1768,Unpaid,30,3071,30.284
CUST259,Vi,Postpaid,50,398,Paid,88,4913,72.452
CUST260,Jio,Prepaid,53,1220,Unpaid,17,3544,24.376
CUST261,Vi,Postpaid,30,467,Paid,50,1177,34.708
CUST262,Airtel,Postpaid,65,266,Paid,57,472,36.087999999999994
CUST263,BSNL,Postpaid,33,1829,Unpaid,23,3052,26.008
CUST264,Jio,Postpaid,64,1112,Paid,9,4066,21.663999999999998
CUST265,Airtel,Postpaid,11,1348,Paid,22,1105,17.619999999999997
CUST266,BSNL,Prepaid,69,1378,Paid,90,3047,66.188
CUST267,BSNL,Postpaid,42,207,Paid,36,4300,38.8
CUST268,BSNL,Postpaid,62,804,Unpaid,21,4694,31.375999999999998
CUST269,Vi,Prepaid,42,950,Paid,62,2943,48.971999999999994
CUST270,Airtel,Prepaid,67,1814,Unpaid,9,3296,18.584
CUST271,Airtel,Prepaid,56,1079,Unpaid,85,1499,56.996
CUST272,BSNL,Postpaid,31,1007,Unpaid,96,4576,75.904
CUST273,Vi,Postpaid,57,1650,Unpaid,2,1289,6.356000000000001
CUST274,Vi,Postpaid,4,1542,Unpaid,19,4250,28.4
CUST275,Vi,Postpaid,15,1546,Unpaid,44,3250,39.4
CUST276,Vi,Postpaid,26,1289,Paid,60,4178,52.712
CUST277,Airtel,Prepaid,61,258,Unpaid,30,592,20.368000000000002
CUST278,Vi,Postpaid,36,1990,Unpaid,4,1428,8.112
CUST279,Vi,Postpaid,55,1927,Unpaid,49,2135,37.94
CUST280,Airtel,Prepaid,26,1256,Unpaid,61,834,39.936
CUST281,BSNL,Postpaid,57,1013,Paid,97,920,61.879999999999995
CUST282,Jio,Postpaid,30,963,Paid,40,2984,35.936
CUST283,Vi,Postpaid,38,317,Paid,88,2509,62.836
CUST284,BSNL,Prepaid,65,1750,Paid,5,1696,9.784
CUST285,Airtel,Postpaid,64,1117,Unpaid,43,1429,31.516000000000002
CUST286,Jio,Postpaid,31,216,Unpaid,79,918,51.072
CUST287,Jio,Prepaid,39,1826,Paid,15,2001,17.004
CUST288,Airtel,Prepaid,12,736,Unpaid,51,3444,44.376
CUST289,Airtel,Prepaid,52,1219,Unpaid,49,4846,48.784
CUST290,Airtel,Prepaid,58,1389,Unpaid,13,1965,15.66
CUST291,Vi,Postpaid,38,1587,Paid,36,1719,28.476
CUST292,BSNL,Prepaid,47,1424,Unpaid,33,679,22.516000000000002
CUST293,Airtel,Prepaid,6,1779,Unpaid,47,1701,35.004
CUST294,Vi,Prepaid,39,1200,Paid,94,3077,68.708
CUST295,Vi,Prepaid,52,1118,Paid,48,257,29.827999999999996
CUST296,Jio,Prepaid,30,524,Paid,83,2752,60.80799999999999
CUST297,Jio,Postpaid,38,1089,Paid,46,231,28.523999999999997
CUST298,BSNL,Postpaid,21,1952,Unpaid,31,4778,37.712
CUST299,Airtel,Prepaid,64,889,Unpaid,59,4840,54.76
CUST300,Airtel,Prepaid,7,906,Paid,80,1813,55.252
CUST301,Airtel,Prepaid,27,1605,Unpaid,43,177,26.508
CUST302,Airtel,Postpaid,24,275,Paid,37,605,24.619999999999997
CUST303,Vi,Prepaid,58,1823,Unpaid,81,403,50.212
CUST304,Vi,Prepaid,50,948,Unpaid,57,839,37.556
CUST305,Vi,Prepaid,32,1707,Paid,39,2799,34.596000000000004
CUST306,BSNL,Postpaid,35,299,Paid,51,4855,50.019999999999996
CUST307,BSNL,Prepaid,36,611,Unpaid,47,4628,46.712
CUST308,BSNL,Postpaid,11,864,Paid,24,3529,28.516
CUST309,BSNL,Postpaid,20,634,Unpaid,44,4814,45.656
CUST310,Jio,Prepaid,49,1605,Paid,16,3881,25.124000000000002
CUST311,Jio,Postpaid,44,1270,Unpaid,7,4471,22.084
CUST312,Jio,Prepaid,11,1317,Unpaid,88,2596,63.184
CUST313,BSNL,Prepaid,42,475,Paid,6,1687,10.348
CUST314,Jio,Postpaid,37,272,Paid,13,1383,13.332
CUST315,Vi,Prepaid,21,797,Unpaid,63,1057,42.028
CUST316,Vi,Prepaid,52,487,Unpaid,20,1921,19.684
CUST317,Jio,Postpaid,67,661,Unpaid,94,2864,67.856
CUST318,BSNL,Prepaid,48,619,Paid,4,436,4.144
CUST319,Airtel,Postpaid,62,1468,Paid,32,3741,34.164
CUST320,Vi,Postpaid,57,1519,Paid,25,774,18.096
CUST321,Vi,Postpaid,41,1466,Unpaid,92,4038,71.352
CUST322,Vi,Prepaid,34,1074,Unpaid,13,2769,18.876
CUST323,Jio,Postpaid,14,850,Paid,89,4184,70.136
CUST324,Jio,Postpaid,19,249,Unpaid,6,2853,15.012
CUST325,Airtel,Prepaid,7,818,Paid,91,4825,73.9
CUST326,Vi,Prepaid,7,1600,Unpaid,66,1023,43.692
CUST327,Jio,Postpaid,33,1205,Unpaid,5,1759,10.036000000000001
CUST328,Airtel,Postpaid,49,1822,Unpaid,23,323,15.091999999999999
CUST329,Jio,Postpaid,71,371,Unpaid,51,389,32.156
CUST330,Vi,Prepaid,12,628,Paid,84,1404,56.016
CUST331,Airtel,Postpaid,19,485,Unpaid,50,794,33.176
CUST332,Airtel,Postpaid,8,1914,Paid,55,1771,40.084
CUST333,Vi,Postpaid,4,1803,Paid,31,2914,30.256
CUST334,BSNL,Postpaid,59,960,Paid,11,2890,18.16
CUST335,BSNL,Postpaid,20,1902,Unpaid,89,4339,70.756
CUST336,Airtel,Postpaid,37,1927,Paid,46,2446,37.384
CUST337,BSNL,Prepaid,26,1756,Unpaid,65,3368,52.472
CUST338,Vi,Prepaid,34,1058,Paid,84,1681,57.124
CUST339,Jio,Postpaid,49,1423,Paid,75,3712,59.848
CUST340,Vi,Prepaid,35,1420,Paid,20,2531,22.124000000000002
CUST341,Vi,Postpaid,63,513,Unpaid,7,1740,11.16
CUST342,Airtel,Prepaid,31,1692,Unpaid,73,3042,55.967999999999996
CUST343,Vi,Prepaid,63,735,Paid,91,4222,71.488
CUST344,BSNL,Prepaid,56,1964,Paid,68,582,43.128
CUST345,Airtel,Prepaid,70,1964,Unpaid,24,2008,22.432
CUST346,BSNL,Prepaid,2,1075,Unpaid,87,46,52.38399999999999
CUST347,Jio,Postpaid,43,1502,Paid,40,1847,31.388
CUST348,BSNL,Prepaid,22,1563,Paid,66,2412,49.248000000000005
CUST349,Vi,Postpaid,12,292,Paid,81,4914,68.256
CUST350,Jio,Postpaid,71,1952,Paid,80,2952,59.808
CUST351,Vi,Prepaid,42,242,Unpaid,77,4936,65.94399999999999
CUST352,Airtel,Prepaid,24,842,Paid,7,2387,13.748000000000001
CUST353,BSNL,Postpaid,22,1006,Unpaid,71,3931,58.324
CUST354,Airtel,Postpaid,62,531,Paid,88,748,55.791999999999994
CUST355,Jio,Postpaid,46,616,Paid,1,201,1.404
CUST356,Vi,Prepaid,3,251,Unpaid,53,4581,50.123999999999995
CUST357,Vi,Postpaid,36,1230,Paid,90,3158,66.632
CUST358,Jio,Prepaid,43,553,Unpaid,51,3061,42.844
CUST359,Vi,Postpaid,58,329,Paid,29,1585,23.74
CUST360,Airtel,Prepaid,24,728,Unpaid,96,860,61.03999999999999
CUST361,Vi,Postpaid,52,935,Unpaid,76,116,46.064
CUST362,Vi,Postpaid,71,255,Unpaid,79,1018,51.472
CUST363,BSNL,Postpaid,3,1024,Unpaid,14,3173,21.092
CUST364,Jio,Postpaid,46,708,Paid,19,2014,19.456000000000003
CUST365,BSNL,Prepaid,18,1508,Unpaid,60,1749,42.996
CUST366,Airtel,Prepaid,9,1996,Paid,79,2450,57.2
CUST367,Vi,Postpaid,29,1380,Paid,95,2957,68.828
CUST368,BSNL,Postpaid,8,1174,Paid,88,3070,65.08
CUST369,Jio,Prepaid,22,1829,Unpaid,57,2354,43.616
CUST370,Airtel,Postpaid,40,1443,Unpaid,71,921,46.284
CUST371,Vi,Prepaid,13,1186,Unpaid,65,1112,43.448
CUST372,Jio,Prepaid,51,1772,Paid,32,2349,28.596
CUST373,BSNL,Prepaid,47,1866,Unpaid,24,3194,27.176000000000002
CUST374,Airtel,Postpaid,3,821,Paid,91,3020,66.68
CUST375,Airtel,Postpaid,54,1449,Unpaid,38,1140,27.36
CUST376,Jio,Prepaid,29,1598,Unpaid,65,2279,48.116
CUST377,Jio,Prepaid,22,309,Paid,75,3716,59.864000000000004
CUST378,Jio,Prepaid,40,412,Unpaid,54,4807,51.628
CUST379,Airtel,Postpaid,67,1160,Paid,84,3892,65.968
CUST380,Airtel,Prepaid,34,1411,Paid,11,4498,24.592
CUST381,Vi,Postpaid,38,1541,Paid,18,1824,18.096
CUST382,Vi,Prepaid,4,327,Unpaid,35,3727,35.908
CUST383,Airtel,Postpaid,19,997,Unpaid,65,2737,49.948
CUST384,Jio,Postpaid,69,441,Paid,44,4125,42.9
CUST385,Vi,Prepaid,31,1943,Paid,27,2843,27.572
CUST386,Airtel,Postpaid,18,939,Unpaid,47,4355,45.620000000000005
CUST387,Jio,Prepaid,49,459,Paid,82,4119,65.676
CUST388,Jio,Postpaid,26,905,Paid,69,2891,52.964
CUST389,Vi,Postpaid,32,1766,Unpaid,25,157,15.628
CUST390,Vi,Postpaid,53,1371,Unpaid,14,2491,18.364
CUST391,BSNL,Prepaid,6,1878,Paid,46,1658,34.232
CUST392,Vi,Prepaid,62,1035,Paid,58,1292,39.967999999999996
CUST393,Jio,Postpaid,4,795,Paid,42,1388,30.752
CUST394,BSNL,Postpaid,52,745,Unpaid,41,3483,38.532
CUST395,Airtel,Prepaid,27,1768,Unpaid,23,1227,18.708
CUST396,Airtel,Prepaid,30,990,Paid,12,261,8.244
CUST397,Airtel,Postpaid,11,1321,Unpaid,17,479,12.116
CUST398,Vi,Prepaid,28,1526,Paid,55,1754,40.016
